c_id,subject,type,text,p.instruction_explicitness_of_instruction,p.instruction_obstacle_complex_np,p.instruction_obstacle_negation,p.instruction_obstacle_passive,p.item_1_answer_verbatim_explanatory_text,p.item_1_obstacle_complex_np,p.item_1_obstacle_negation,p.item_1_obstacle_passive,p.item_1_sentence_length,p.item_2_answer_verbatim_explanatory_text,p.item_2_obstacle_complex_np,p.item_2_obstacle_negation,p.item_2_obstacle_passive,p.item_2_sentence_length,p.item_3_answer_verbatim_explanatory_text,p.item_3_obstacle_complex_np,p.item_3_obstacle_negation,p.item_3_obstacle_passive,p.item_3_sentence_length,p.item_4_answer_verbatim_explanatory_text,p.item_4_obstacle_complex_np,p.item_4_obstacle_negation,p.item_4_obstacle_passive,p.item_4_sentence_length,p.item_5_answer_verbatim_explanatory_text,p.item_5_obstacle_complex_np,p.item_5_obstacle_negation,p.item_5_obstacle_passive,p.item_5_sentence_length,p.item_6_answer_verbatim_explanatory_text,p.item_6_obstacle_complex_np,p.item_6_obstacle_negation,p.item_6_obstacle_passive,p.item_6_sentence_length,p.item_7_answer_verbatim_explanatory_text,p.item_7_obstacle_complex_np,p.item_7_obstacle_negation,p.item_7_obstacle_passive,p.item_7_sentence_length,p.item_8_answer_verbatim_explanatory_text,p.item_8_obstacle_complex_np,p.item_8_obstacle_negation,p.item_8_obstacle_passive,p.item_8_sentence_length,p.mathematical_requirement_level,p.root_text_contains_irrelevant_information,p.root_text_obstacle_complex_np,p.root_text_obstacle_negation,p.root_text_obstacle_passive,p.root_text_reference_explanatory_text,p.taxanomy_level,p.variation,answers,p.instruction_number_of_sentences
86-2-2,7,single-choice,"Im Leben steht man ständig vor Entscheidungen. Man hat dann die Wahl zwischen verschiedenen Handlungsmöglichkeiten. Das, worauf man verzichten, wenn man sich für eine bestimmte Handlungsmöglichkeit entscheidet, nennt man in der Wirtschaft… <option> Opportunitätsnutzen <option> Opportunitätskosten <option> Minimal-/Maximalprinzip ",,,,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,leicht,Opportunitätskosten,3
86-1-1,7,multiple-choice,"Im Leben steht man ständig vor Entscheidungen. Man hat dann die Wahl zwischen verschiedenen Handlungsmöglichkeiten. Das, worauf man verzichten muss, wenn man sich gegen eine bestimmte Handlung entscheidet, nennt man in der Wirtschaft… <option> Opportunitätsnutzen <option> Opportunitätskosten <option> Minimalprinzip <option> Maximalprinzip <option> Knappheit ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,Stammaufgabe,Opportunitätskosten,3
86-1-2,7,multiple-choice,"Im Leben steht man ständig vor Entscheidungen. Man hat dann die Wahl zwischen verschiedenen Handlungsmöglichkeiten. Das, worauf man verzichten muss, wenn man sich gegen eine bestimmte Handlung entscheidet, nennt man in der Wirtschaft… <option> Opportunitätsnutzen <option> Opportunitätskosten <option> Minimalprinzip <option> Maximalprinzip <option> Knappheit ",,,,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,Stammaufgabe,Opportunitätskosten,3
86-3-4,7,multiple-choice,"Im Leben steht man ständig vor Entscheidungen. Man hat dann die Wahl zwischen verschiedenen Handlungsmöglichkeiten. Das, worauf man verzichten muss, wenn man sich gegen eine bestimmte Handlung entscheidet, nennt man in der Wirtschaft… <option> Opportunitätsnutzen <option> Opportunitätskosten <option> Minimalkosten <option> Maximalkosten <option> Relative Knappheit <option> Absolute Knappheit ",,,,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,schwer,Opportunitätskosten,3
95-1-2,7,multiple-choice,"An einem heißen Sommertag muss Mia sich entscheiden, ob sie für die Mathearbeit am nächsten Tag lernt oder mit Freunden und Freundinnen ins Freibad geht. Mia entscheidet sich für das Freibad. Was zählt in diesem Fall zu den Opportunitätskosten? <option> Der Spaß, den sie mit ihren Freunden im Freibad hat. <option> Die Mühe, die ihr das Mathelernen bereitet. <option> Der Verzicht auf eine bessere Vorbereitung auf die Mathe-Arbeit und womöglich eine bessere Note. <option> Die schöne Bräune, die sie sich beim Sonnen im Freibad holt.  ",,,,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 2,Stammaufgabe,Der Verzicht auf eine bessere Vorbereitung auf die Mathe-Arbeit und womöglich eine bessere Note.,3
95-2-1,7,single-choice,"An einem heißen Sommertag muss Mia sich entscheiden, ob sie für die Mathearbeit am nächsten Tag lernt oder mit Freunden und Freundinnen ins Freibad geht. Mia entscheidet sich für das Freibad. Welche Antwort zählt in diesem Fall zu den Opportunitätskosten? <option> Der Spaß, den sie mit ihren Freunden und Freundinnen im Freibad hat. <option> Die Mühe, die ihr das Mathelernen bereitet. <option> Der Verzicht auf eine bessere Vorbereitung auf die Mathe-Arbeit und womöglich eine bessere Note.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 2,leicht,Der Verzicht auf eine bessere Vorbereitung auf die Mathe-Arbeit und womöglich eine bessere Note.,3
92-3-7,7,multiple-choice,"Martin wird von seinem Chef angerufen und gefragt, ob er für einen kranken Kollegen einspringen kann. Er würde für das Ausliefern von Essen neben seinem üblichen Gehalt von 50 Euro für die Zeit einen Aufschlag in Höhe von 15 Euro bekommen. Eigentlich war Martin aber mit seinem besten Freund für einen neuen Kinofilm verabredet. Das Kinoticket kostet 15 Euro. Weil er seinen besten Freund so lange nicht gesehen hat und er extra aus einer anderen Stadt anreist, entscheidet sich Martin nach langem Überlegen für den Kinobesuch. Was sind in diesem Fall die entstandenen Opportunitätskosten? <option> Nur die 50 Euro Arbeitslohn. <option> Die 50 Euro Arbeitslohn und die 15 Euro Aufschlag. <option> Nur die 15 Euro Aufschlag. <option> Die Kosten für das Kinoticket und der Kinobesuch. <option> Nur die 15 Euro für das Kinoticket. <option> Nur der Kinobesuch. ",,,,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Enthalten,Nicht enthalten,Implizit,Stufe 2,schwer,Die 50 Euro Arbeitslohn und die 15 Euro Aufschlag.,6
92-3-2,7,single-choice,"Martin wird von seinem Chef angerufen und gefragt, ob er für einen kranken Kollegen einspringen kann. Er würde für das Ausliefern von Essen neben seinem üblichen Gehalt von 50 Euro für die Zeit einen Aufschlag in Höhe von 15 Euro bekommen. Eigentlich war Martin aber mit seinem besten Freund für einen neuen Kinofilm verabredet. Das Kinoticket kostet 15 Euro. Weil er seinen besten Freund so lange nicht gesehen hat und er extra aus einer anderen Stadt anreist, entscheidet sich Martin nach langem Überlegen für den Kinobesuch. Was sind in diesem Fall die entstandenen Opportunitätskosten? <option> Nur die 50 Euro Arbeitslohn. <option> Die 50 Euro Arbeitslohn und die 15 Euro Aufschlag. <option> Nur die 15 Euro Aufschlag. <option> Die Kosten für das Kinoticket und der Kinobesuch. <option> Nur die 15 Euro für das Kinoticket. <option> Nur der Kinobesuch. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 2,schwer,Die 50 Euro Arbeitslohn und die 15 Euro Aufschlag.,6
98-3-4,7,true-false,"Erkan steht nach seinem Abitur vor der Wahl: Soll er studieren oder erstmal ein Jahr in Australien reisen und arbeiten? Angenommen, er entscheidet sich für das Studium. Was würde in diesem Fall zu den Opportunitätskosten zählen? <true-false> Das, was er beim Reisen in Australien hätte erleben können (Spaß, Erholung, …) <true-false> Die Karrierevorteile, die er durch ein frühes Studium hat <true-false> Die Kosten für den Flug nach Australien <true-false> Das Geld, das er in Australien beim Arbeiten hätte verdienen können.   ",,,,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 2,Stammaufgabe,"Das, was er beim Reisen in Australien hätte erleben können (Spaß, Erholung, …); Das Geld, das er in Australien beim Arbeiten hätte verdienen können.",3
91-2-2,7,single-choice,"Leonie hat Taschengeld bekommen. Sie überlegt, was sie mit Geld machen soll. Sie könnte entweder mit dem Bus in die nächstgelegene Stadt fahren und dort mit Freunden bowlen gehen oder sich in der Stadt einen neuen Pullover kaufen. Sie entscheidet sich für den Pullover. Was sind hier die Opportunitätskosten? <option> Pullover <option> Bowling mit Freunden <option> Bus-Ticket ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 2,leicht,Bowling mit Freunden,5
90-1-1,7,mapping,"Ordne die linksstehenden Begriffe der richtigen Beschreibung zu! <start-option> Opportunitätskosten <start-option> Gut <start-option> Knappheit <start-option> Minimalprinzip <start-option> Maximalprinzip <end-option> Gegenstände oder Tätigkeiten, die der Bedürfnisbefriedigung dienen <end-option> Entgangener Nutzen einer nicht durchgeführten Handlung <end-option> Ein bestimmtes Ziel mit möglichst geringem Mitteleinsatz erreichen <end-option> Mit den gegebenen Mitteln größtmöglichen Nutzen erreichen <end-option> Spannungsverhältnis zwischen unbegrenzten Bedürfnissen und begrenzten Mitteln zu deren Befriedigung ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,Stammaufgabe,"Opportunitätskosten -> Entgangener Nutzen einer nicht durchgeführten Handlung; Gut -> Gegenstände oder Tätigkeiten, die der Bedürfnisbefriedigung dienen; Knappheit -> Spannungsverhältnis zwischen unbegrenzten Bedürfnissen und begrenzten Mitteln zu deren Befriedigung; Minimalprinzip -> Ein bestimmtes Ziel mit möglichst geringem Mitteleinsatz erreichen; Maximalprinzip -> Mit den gegebenen Mitteln größtmöglichen Nutzen erreichen",1
90-1-2,7,mapping,"Ordne die linksstehenden Begriffe der richtigen Beschreibung zu! <start-option> Opportunitätskosten <start-option> Gut <start-option> Knappheit <start-option> Minimalprinzip <start-option> Maximalprinzip <end-option> Gegenstände oder Tätigkeiten, die der Bedürfnisbefriedigung dienen <end-option> Entgangener Nutzen einer nicht durchgeführten Handlung <end-option> Ein bestimmtes Ziel mit möglichst geringem Mitteleinsatz erreichen <end-option> Mit den gegebenen Mitteln größtmöglichen Nutzen erreichen <end-option> Spannungsverhältnis zwischen unbegrenzten Bedürfnissen und begrenzten Mitteln zu deren Befriedigung ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,Stammaufgabe,"Opportunitätskosten -> Entgangener Nutzen einer nicht durchgeführten Handlung; Gut -> Gegenstände oder Tätigkeiten, die der Bedürfnisbefriedigung dienen; Knappheit -> Spannungsverhältnis zwischen unbegrenzten Bedürfnissen und begrenzten Mitteln zu deren Befriedigung; Minimalprinzip -> Ein bestimmtes Ziel mit möglichst geringem Mitteleinsatz erreichen; Maximalprinzip -> Mit den gegebenen Mitteln größtmöglichen Nutzen erreichen",1
90-2-1,7,mapping,"Ordne die linksstehenden Begriffe der richtigen Beschreibung zu! <start-option> Opportunitätskosten <start-option> Gut <start-option> Minimalprinzip <start-option> Maximalprinzip <end-option> Gegenstände oder Tätigkeiten, die der Bedürfnisbefriedigung dienen <end-option> Entgangener Nutzen einer nicht durchgeführten Handlung <end-option> Ein bestimmtes Ziel mit möglichst geringem Mitteleinsatz erreichen <end-option> Mit den gegebenen Mitteln größtmöglichen Nutzen erreichen ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,leicht,"Opportunitätskosten -> Entgangener Nutzen einer nicht durchgeführten Handlung; Gut -> Gegenstände oder Tätigkeiten, die der Bedürfnisbefriedigung dienen; Minimalprinzip -> Ein bestimmtes Ziel mit möglichst geringem Mitteleinsatz erreichen; Maximalprinzip -> Mit den gegebenen Mitteln größtmöglichen Nutzen erreichen",1
90-2-2,7,mapping,"Ordne die linksstehenden Begriffe der richtigen Beschreibung zu! <start-option> Opportunitätskosten <start-option> Gut <start-option> Minimalprinzip <start-option> Maximalprinzip <end-option> Gegenstände oder Tätigkeiten, die der Bedürfnisbefriedigung dienen <end-option> Entgangener Nutzen einer nicht durchgeführten Handlung <end-option> Ein bestimmtes Ziel mit möglichst geringem Mitteleinsatz erreichen <end-option> Mit den gegebenen Mitteln größtmöglichen Nutzen erreichen ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,leicht,"Opportunitätskosten -> Entgangener Nutzen einer nicht durchgeführten Handlung; Gut -> Gegenstände oder Tätigkeiten, die der Bedürfnisbefriedigung dienen; Minimalprinzip -> Ein bestimmtes Ziel mit möglichst geringem Mitteleinsatz erreichen; Maximalprinzip -> Mit den gegebenen Mitteln größtmöglichen Nutzen erreichen",1
90-3-3,7,mapping,"Ordne die linksstehenden Begriffe der richtigen Beschreibung zu! <start-option> Opportunitätskosten <start-option> Gut <start-option> Knappheit <start-option> Bedürfnis <start-option> Minimalprinzip <start-option> Maximalprinzip <start-option> Bedarf <end-option> Gegenstände oder Tätigkeiten, die der Bedürfnisbefriedigung dienen <end-option> Entgangener Nutzen einer nicht durchgeführten Handlung <end-option> Ein bestimmtes Ziel mit möglichst geringem Mitteleinsatz erreichen <end-option> Mit den gegebenen Mitteln größtmöglichen Nutzen erreichen <end-option> Wunsch, der aus einem empfundenen Mangel entsteht <end-option> Verlangen nach konkreten Produkten oder Leistungen <end-option> Spannungsverhältnis zwischen unbegrenzten Bedürfnissen und begrenzten Mitteln zu deren Befriedigung ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,schwer,"Opportunitätskosten -> Entgangener Nutzen einer nicht durchgeführten Handlung; Gut -> Gegenstände oder Tätigkeiten, die der Bedürfnisbefriedigung dienen; Knappheit -> Spannungsverhältnis zwischen unbegrenzten Bedürfnissen und begrenzten Mitteln zu deren Befriedigung; Bedürfnis -> Wunsch, der aus einem empfundenen Mangel entsteht; Minimalprinzip -> Ein bestimmtes Ziel mit möglichst geringem Mitteleinsatz erreichen; Maximalprinzip -> Mit den gegebenen Mitteln größtmöglichen Nutzen erreichen; Bedarf -> Verlangen nach konkreten Produkten oder Leistungen",1
91-1-1,7,multiple-choice,"Leonie hat Taschengeld bekommen. Sie überlegt, was sie mit Geld machen soll. Sie könnte entweder mit dem Bus in die nächstgelegene Stadt fahren und dort mit Freunden bowlen gehen oder sich in der Stadt einen neuen Pullover kaufen. Sie entscheidet sich für den Pullover. Was sind hier die Opportunitätskosten? <option> Pullover <option> Bowling mit Freunden <option> Miete für die Bowling-Bahn <option> Bus-Ticket ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 2,Stammaufgabe,Bowling mit Freunden,5
91-1-3,7,multiple-choice,"Leonie hat Taschengeld bekommen. Sie überlegt, was sie mit Geld machen soll. Sie könnte entweder mit dem Bus in die nächstgelegene Stadt fahren und dort mit Freunden bowlen gehen oder sich in der Stadt einen neuen Pullover kaufen. Sie entscheidet sich für den Pullover. Was sind hier die Opportunitätskosten? <option> Pullover <option> Bowling mit Freunden <option> Miete für die Bowling-Bahn <option> Bus-Ticket ",,,,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 2,Stammaufgabe,Bowling mit Freunden,5
95-2-2,7,single-choice,"An einem heißen Sommertag muss Mia sich entscheiden, ob sie für die Mathearbeit am nächsten Tag lernt oder mit Freunden und Freundinnen ins Freibad geht. Mia entscheidet sich für das Freibad. Welche Antwort zählt in diesem Fall zu den Opportunitätskosten? <option> Der Spaß, den sie mit ihren Freunden und Freundinnen im Freibad hat. <option> Die Mühe, die ihr das Mathelernen bereitet. <option> Der Verzicht auf eine bessere Vorbereitung auf die Mathe-Arbeit und womöglich eine bessere Note.  ",,,,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 2,leicht,Der Verzicht auf eine bessere Vorbereitung auf die Mathe-Arbeit und womöglich eine bessere Note.,3
101-3-2,7,single-choice,"Maren erbt 1.000 Euro. Sie steht vor der Wahl, ob sie von dem Geld einen Urlaub machen soll oder es bei einer Bank anlegt und dort Zinsen erhält. Maren entscheidet sich für den Urlaub, statt das Geld für 2 Jahre bei der Bank anzulegen. Wenn man sich allein das Geld anschaut: Wie hoch sind die Opportunitätskosten dieser Entscheidung? <option> Die Zinsen, die Maren entgehen, weil sie ihr Geld nicht anlegt. <option> Die 1000 Euro, die der Urlaub kostet plus die Zinsen, die Maren entgehen. ",,,,,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 2,leicht,"Die 1000 Euro, die der Urlaub kostet plus die Zinsen, die Maren entgehen.",4
95-3-2,7,multiple-choice,"An einem heißen Sommertag muss Mia sich entscheiden, ob sie für die Mathearbeit am nächsten Tag lernt oder mit Freunden und Freundinnen ins Freibad geht. Mia entscheidet sich für das Freibad. Was zählt in diesem Fall zu den Opportunitätskosten? <option> Der Eintritt des Freibades. <option> Die Zeit, die sie mit ihren Freunden und Freundinnen im Freibad verbringt. <option> Der Spaß, den sie mit ihren Freunden im Freibad hat. <option> Die Mühe, die ihr das Mathelernen bereitet. <option> Der Verzicht auf eine bessere Vorbereitung auf die Mathe-Arbeit und womöglich eine bessere Note. <option> Die schöne Bräune, die sie sich beim Sonnen im Freibad holt.  ",,,,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 2,schwer,Der Verzicht auf eine bessere Vorbereitung auf die Mathe-Arbeit und womöglich eine bessere Note.,3
